[2026-04-21 02:02:39 UTC] [0002] 2026-03-23 12:02 C=1.15544 | R_MASTER_RESET
[2026-04-21 02:06:04 UTC] [0351] 2026-03-23 17:51 C=1.15966 | FVG BEARISH_FVG eq=1.15992
[2026-04-21 02:06:04 UTC] [0351] 2026-03-23 17:51 C=1.15966 | FVG BEARISH_FVG eq=1.15977
[2026-04-21 02:06:04 UTC] [0351] 2026-03-23 17:51 C=1.15966 | HARMONIC_TRAP phi=1.718
[2026-04-21 02:06:04 UTC] [0351] 2026-03-23 17:51 C=1.15966 | KL_FRACTURE score=5.870
[2026-04-21 02:06:05 UTC] [0352] 2026-03-23 17:52 C=1.15957 | FVG BEARISH_FVG eq=1.16012
[2026-04-21 02:06:05 UTC] [0352] 2026-03-23 17:52 C=1.15957 | FVG BEARISH_FVG eq=1.15992
[2026-04-21 02:06:05 UTC] [0352] 2026-03-23 17:52 C=1.15957 | FVG BEARISH_FVG eq=1.15977
[2026-04-21 02:06:05 UTC] [0352] 2026-03-23 17:52 C=1.15957 | HARMONIC_TRAP phi=1.847
[2026-04-21 02:06:05 UTC] [0352] 2026-03-23 17:52 C=1.15957 | KL_FRACTURE score=5.854
[2026-04-21 02:06:06 UTC] [0353] 2026-03-23 17:53 C=1.15992 | FVG BEARISH_FVG eq=1.16012
[2026-04-21 02:06:06 UTC] [0353] 2026-03-23 17:53 C=1.15992 | FVG BEARISH_FVG eq=1.15992
[2026-04-21 02:06:06 UTC] [0353] 2026-03-23 17:53 C=1.15992 | FVG BEARISH_FVG eq=1.15977
[2026-04-21 02:06:06 UTC] [0353] 2026-03-23 17:53 C=1.15992 | HARMONIC_TRAP phi=1.953
[2026-04-21 02:06:06 UTC] [0353] 2026-03-23 17:53 C=1.15992 | KL_FRACTURE score=5.854
[2026-04-21 02:06:06 UTC] [0354] 2026-03-23 17:54 C=1.15998 | FVG BEARISH_FVG eq=1.15992
[2026-04-21 02:06:06 UTC] [0354] 2026-03-23 17:54 C=1.15998 | FVG BEARISH_FVG eq=1.15977
[2026-04-21 02:06:06 UTC] [0354] 2026-03-23 17:54 C=1.15998 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:06 UTC] [0354] 2026-03-23 17:54 C=1.15998 | HARMONIC_TRAP phi=2.051
[2026-04-21 02:06:06 UTC] [0354] 2026-03-23 17:54 C=1.15998 | KL_FRACTURE score=5.432
[2026-04-21 02:06:07 UTC] [0355] 2026-03-23 17:55 C=1.16014 | FVG BEARISH_FVG eq=1.15992
[2026-04-21 02:06:07 UTC] [0355] 2026-03-23 17:55 C=1.16014 | FVG BEARISH_FVG eq=1.15977
[2026-04-21 02:06:07 UTC] [0355] 2026-03-23 17:55 C=1.16014 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:07 UTC] [0355] 2026-03-23 17:55 C=1.16014 | HARMONIC_TRAP phi=2.133
[2026-04-21 02:06:07 UTC] [0355] 2026-03-23 17:55 C=1.16014 | KL_FRACTURE score=5.002
[2026-04-21 02:06:07 UTC] [0356] 2026-03-23 17:56 C=1.16037 | FVG BEARISH_FVG eq=1.15977
[2026-04-21 02:06:07 UTC] [0356] 2026-03-23 17:56 C=1.16037 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:07 UTC] [0356] 2026-03-23 17:56 C=1.16037 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:07 UTC] [0356] 2026-03-23 17:56 C=1.16037 | HARMONIC_TRAP phi=2.187
[2026-04-21 02:06:07 UTC] [0356] 2026-03-23 17:56 C=1.16037 | KL_FRACTURE score=4.982
[2026-04-21 02:06:08 UTC] [0357] 2026-03-23 17:57 C=1.16037 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:08 UTC] [0357] 2026-03-23 17:57 C=1.16037 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:08 UTC] [0357] 2026-03-23 17:57 C=1.16037 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:08 UTC] [0357] 2026-03-23 17:57 C=1.16037 | HARMONIC_TRAP phi=2.208
[2026-04-21 02:06:08 UTC] [0357] 2026-03-23 17:57 C=1.16037 | KL_FRACTURE score=4.987
[2026-04-21 02:06:09 UTC] [0358] 2026-03-23 17:58 C=1.16037 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:09 UTC] [0358] 2026-03-23 17:58 C=1.16037 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:09 UTC] [0358] 2026-03-23 17:58 C=1.16037 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:09 UTC] [0358] 2026-03-23 17:58 C=1.16037 | HARMONIC_TRAP phi=2.228
[2026-04-21 02:06:09 UTC] [0358] 2026-03-23 17:58 C=1.16037 | KL_FRACTURE score=5.005
[2026-04-21 02:06:09 UTC] [0359] 2026-03-23 17:59 C=1.16017 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:09 UTC] [0359] 2026-03-23 17:59 C=1.16017 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:09 UTC] [0359] 2026-03-23 17:59 C=1.16017 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:09 UTC] [0359] 2026-03-23 17:59 C=1.16017 | HARMONIC_TRAP phi=2.256
[2026-04-21 02:06:09 UTC] [0359] 2026-03-23 17:59 C=1.16017 | KL_FRACTURE score=5.049
[2026-04-21 02:06:10 UTC] [0360] 2026-03-23 18:00 C=1.16033 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:10 UTC] [0360] 2026-03-23 18:00 C=1.16033 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:10 UTC] [0360] 2026-03-23 18:00 C=1.16033 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:10 UTC] [0360] 2026-03-23 18:00 C=1.16033 | HARMONIC_TRAP phi=1.696
[2026-04-21 02:06:10 UTC] [0360] 2026-03-23 18:00 C=1.16033 | KL_FRACTURE score=5.052
[2026-04-21 02:06:10 UTC] [0361] 2026-03-23 18:01 C=1.16022 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:10 UTC] [0361] 2026-03-23 18:01 C=1.16022 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:10 UTC] [0361] 2026-03-23 18:01 C=1.16022 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:10 UTC] [0361] 2026-03-23 18:01 C=1.16022 | HARMONIC_TRAP phi=1.920
[2026-04-21 02:06:10 UTC] [0361] 2026-03-23 18:01 C=1.16022 | KL_FRACTURE score=5.093
[2026-04-21 02:06:11 UTC] [0362] 2026-03-23 18:02 C=1.16021 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:11 UTC] [0362] 2026-03-23 18:02 C=1.16021 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:11 UTC] [0362] 2026-03-23 18:02 C=1.16021 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:11 UTC] [0362] 2026-03-23 18:02 C=1.16021 | HARMONIC_TRAP phi=2.099
[2026-04-21 02:06:11 UTC] [0362] 2026-03-23 18:02 C=1.16021 | KL_FRACTURE score=3.757
[2026-04-21 02:06:12 UTC] [0363] 2026-03-23 18:03 C=1.16029 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:12 UTC] [0363] 2026-03-23 18:03 C=1.16029 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:12 UTC] [0363] 2026-03-23 18:03 C=1.16029 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:12 UTC] [0363] 2026-03-23 18:03 C=1.16029 | HARMONIC_TRAP phi=2.293
[2026-04-21 02:06:12 UTC] [0363] 2026-03-23 18:03 C=1.16029 | KL_FRACTURE score=3.341
[2026-04-21 02:06:12 UTC] [0364] 2026-03-23 18:04 C=1.16052 | FVG BULLISH_FVG eq=1.15979
[2026-04-21 02:06:12 UTC] [0364] 2026-03-23 18:04 C=1.16052 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:12 UTC] [0364] 2026-03-23 18:04 C=1.16052 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:12 UTC] [0364] 2026-03-23 18:04 C=1.16052 | KL_FRACTURE score=2.549
[2026-04-21 02:06:13 UTC] [0365] 2026-03-23 18:05 C=1.16056 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:13 UTC] [0365] 2026-03-23 18:05 C=1.16056 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:13 UTC] [0365] 2026-03-23 18:05 C=1.16056 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:13 UTC] [0365] 2026-03-23 18:05 C=1.16056 | KL_FRACTURE score=2.559
[2026-04-21 02:06:13 UTC] [0366] 2026-03-23 18:06 C=1.16028 | FVG BULLISH_FVG eq=1.16009
[2026-04-21 02:06:13 UTC] [0366] 2026-03-23 18:06 C=1.16028 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:13 UTC] [0366] 2026-03-23 18:06 C=1.16028 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:13 UTC] [0366] 2026-03-23 18:06 C=1.16028 | KL_FRACTURE score=2.619
[2026-04-21 02:06:14 UTC] [0367] 2026-03-23 18:07 C=1.15921 | R_MASTER_RESET
[2026-04-21 02:06:14 UTC] [0367] 2026-03-23 18:07 C=1.15921 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:14 UTC] [0367] 2026-03-23 18:07 C=1.15921 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:14 UTC] [0367] 2026-03-23 18:07 C=1.15921 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:14 UTC] [0367] 2026-03-23 18:07 C=1.15921 | KL_FRACTURE score=2.584
[2026-04-21 02:06:14 UTC] [0367] 2026-03-23 18:07 C=1.15921 | TOPO_FRACTURE h1=5.33
[2026-04-21 02:06:15 UTC] [0368] 2026-03-23 18:08 C=1.16018 | R_MASTER_RESET
[2026-04-21 02:06:15 UTC] [0368] 2026-03-23 18:08 C=1.16018 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:15 UTC] [0368] 2026-03-23 18:08 C=1.16018 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:15 UTC] [0368] 2026-03-23 18:08 C=1.16018 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:15 UTC] [0368] 2026-03-23 18:08 C=1.16018 | KL_FRACTURE score=3.014
[2026-04-21 02:06:15 UTC] [0368] 2026-03-23 18:08 C=1.16018 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:06:15 UTC] [0369] 2026-03-23 18:09 C=1.16008 | R_MASTER_RESET
[2026-04-21 02:06:15 UTC] [0369] 2026-03-23 18:09 C=1.16008 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:15 UTC] [0369] 2026-03-23 18:09 C=1.16008 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:15 UTC] [0369] 2026-03-23 18:09 C=1.16008 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:15 UTC] [0369] 2026-03-23 18:09 C=1.16008 | KL_FRACTURE score=3.022
[2026-04-21 02:06:15 UTC] [0369] 2026-03-23 18:09 C=1.16008 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:06:16 UTC] [0370] 2026-03-23 18:10 C=1.16016 | R_MASTER_RESET
[2026-04-21 02:06:16 UTC] [0370] 2026-03-23 18:10 C=1.16016 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:16 UTC] [0370] 2026-03-23 18:10 C=1.16016 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:16 UTC] [0370] 2026-03-23 18:10 C=1.16016 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:16 UTC] [0370] 2026-03-23 18:10 C=1.16016 | KL_FRACTURE score=3.460
[2026-04-21 02:06:16 UTC] [0370] 2026-03-23 18:10 C=1.16016 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:06:16 UTC] [0371] 2026-03-23 18:11 C=1.16068 | R_MASTER_RESET
[2026-04-21 02:06:16 UTC] [0371] 2026-03-23 18:11 C=1.16068 | FVG BULLISH_FVG eq=1.16016
[2026-04-21 02:06:16 UTC] [0371] 2026-03-23 18:11 C=1.16068 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:16 UTC] [0371] 2026-03-23 18:11 C=1.16068 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:16 UTC] [0371] 2026-03-23 18:11 C=1.16068 | KL_FRACTURE score=3.455
[2026-04-21 02:06:16 UTC] [0371] 2026-03-23 18:11 C=1.16068 | TOPO_FRACTURE h1=7.35
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | R_MASTER_RESET
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | HARMONIC_TRAP phi=1.586
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | KL_FRACTURE score=3.445
[2026-04-21 02:06:17 UTC] [0372] 2026-03-23 18:12 C=1.16057 | TOPO_FRACTURE h1=7.37
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | R_MASTER_RESET
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | HARMONIC_TRAP phi=1.739
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | KL_FRACTURE score=3.430
[2026-04-21 02:06:18 UTC] [0373] 2026-03-23 18:13 C=1.16065 | TOPO_FRACTURE h1=7.15
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | R_MASTER_RESET
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | HARMONIC_TRAP phi=1.874
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | KL_FRACTURE score=3.396
[2026-04-21 02:06:18 UTC] [0374] 2026-03-23 18:14 C=1.16055 | TOPO_FRACTURE h1=7.05
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | R_MASTER_RESET
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | HARMONIC_TRAP phi=2.026
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | KL_FRACTURE score=3.417
[2026-04-21 02:06:19 UTC] [0375] 2026-03-23 18:15 C=1.16060 | TOPO_FRACTURE h1=6.97
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | R_MASTER_RESET
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | FVG BULLISH_FVG eq=1.16037
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | HARMONIC_TRAP phi=2.203
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | KL_FRACTURE score=3.455
[2026-04-21 02:06:19 UTC] [0376] 2026-03-23 18:16 C=1.16008 | TOPO_FRACTURE h1=7.33
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | R_MASTER_RESET
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | HARMONIC_TRAP phi=2.393
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | KL_FRACTURE score=3.891
[2026-04-21 02:06:20 UTC] [0377] 2026-03-23 18:17 C=1.16020 | TOPO_FRACTURE h1=7.30
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | R_MASTER_RESET
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | FVG BEARISH_FVG eq=1.16037
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | HARMONIC_TRAP phi=2.560
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | KL_FRACTURE score=3.904
[2026-04-21 02:06:21 UTC] [0378] 2026-03-23 18:18 C=1.16047 | TOPO_FRACTURE h1=7.37
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | R_MASTER_RESET
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | HARMONIC_TRAP phi=2.733
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | KL_FRACTURE score=3.919
[2026-04-21 02:06:21 UTC] [0379] 2026-03-23 18:19 C=1.16037 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:06:22 UTC] [0380] 2026-03-23 18:20 C=1.16053 | R_MASTER_RESET
[2026-04-21 02:06:22 UTC] [0380] 2026-03-23 18:20 C=1.16053 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:22 UTC] [0380] 2026-03-23 18:20 C=1.16053 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:22 UTC] [0380] 2026-03-23 18:20 C=1.16053 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:22 UTC] [0380] 2026-03-23 18:20 C=1.16053 | KL_FRACTURE score=5.541
[2026-04-21 02:06:22 UTC] [0380] 2026-03-23 18:20 C=1.16053 | TOPO_FRACTURE h1=6.79
[2026-04-21 02:06:22 UTC] [0381] 2026-03-23 18:21 C=1.16054 | R_MASTER_RESET
[2026-04-21 02:06:22 UTC] [0381] 2026-03-23 18:21 C=1.16054 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:22 UTC] [0381] 2026-03-23 18:21 C=1.16054 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:22 UTC] [0381] 2026-03-23 18:21 C=1.16054 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:22 UTC] [0381] 2026-03-23 18:21 C=1.16054 | KL_FRACTURE score=5.550
[2026-04-21 02:06:22 UTC] [0381] 2026-03-23 18:21 C=1.16054 | TOPO_FRACTURE h1=6.79
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | R_MASTER_RESET
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | HARMONIC_TRAP phi=1.764
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | KL_FRACTURE score=5.571
[2026-04-21 02:06:23 UTC] [0382] 2026-03-23 18:22 C=1.16063 | TOPO_FRACTURE h1=6.80
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | R_MASTER_RESET
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | FVG BULLISH_FVG eq=1.16045
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | HARMONIC_TRAP phi=1.968
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | KL_FRACTURE score=5.574
[2026-04-21 02:06:23 UTC] [0383] 2026-03-23 18:23 C=1.16073 | TOPO_FRACTURE h1=6.79
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | R_MASTER_RESET
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | HARMONIC_TRAP phi=2.156
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | KL_FRACTURE score=4.328
[2026-04-21 02:06:24 UTC] [0384] 2026-03-23 18:24 C=1.16086 | TOPO_FRACTURE h1=6.73
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | R_MASTER_RESET
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | FVG BEARISH_FVG eq=1.16032
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | HARMONIC_TRAP phi=2.336
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | KL_FRACTURE score=3.211
[2026-04-21 02:06:25 UTC] [0385] 2026-03-23 18:25 C=1.16121 | TOPO_FRACTURE h1=6.91
[2026-04-21 02:06:25 UTC] [0386] 2026-03-23 18:26 C=1.16125 | R_MASTER_RESET
[2026-04-21 02:06:25 UTC] [0386] 2026-03-23 18:26 C=1.16125 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:25 UTC] [0386] 2026-03-23 18:26 C=1.16125 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:25 UTC] [0386] 2026-03-23 18:26 C=1.16125 | FVG BULLISH_FVG eq=1.16100
[2026-04-21 02:06:25 UTC] [0386] 2026-03-23 18:26 C=1.16125 | KL_FRACTURE score=3.998
[2026-04-21 02:06:25 UTC] [0386] 2026-03-23 18:26 C=1.16125 | TOPO_FRACTURE h1=6.90
[2026-04-21 02:06:26 UTC] [0387] 2026-03-23 18:27 C=1.16117 | R_MASTER_RESET
[2026-04-21 02:06:26 UTC] [0387] 2026-03-23 18:27 C=1.16117 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:26 UTC] [0387] 2026-03-23 18:27 C=1.16117 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:26 UTC] [0387] 2026-03-23 18:27 C=1.16117 | FVG BULLISH_FVG eq=1.16100
[2026-04-21 02:06:26 UTC] [0387] 2026-03-23 18:27 C=1.16117 | KL_FRACTURE score=4.007
[2026-04-21 02:06:26 UTC] [0387] 2026-03-23 18:27 C=1.16117 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:06:26 UTC] [0388] 2026-03-23 18:28 C=1.16114 | R_MASTER_RESET
[2026-04-21 02:06:26 UTC] [0388] 2026-03-23 18:28 C=1.16114 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:26 UTC] [0388] 2026-03-23 18:28 C=1.16114 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:26 UTC] [0388] 2026-03-23 18:28 C=1.16114 | FVG BULLISH_FVG eq=1.16100
[2026-04-21 02:06:26 UTC] [0388] 2026-03-23 18:28 C=1.16114 | KL_FRACTURE score=3.987
[2026-04-21 02:06:26 UTC] [0388] 2026-03-23 18:28 C=1.16114 | TOPO_FRACTURE h1=6.89
[2026-04-21 02:06:27 UTC] [0389] 2026-03-23 18:29 C=1.16123 | R_MASTER_RESET
[2026-04-21 02:06:27 UTC] [0389] 2026-03-23 18:29 C=1.16123 | FVG BULLISH_FVG eq=1.16030
[2026-04-21 02:06:27 UTC] [0389] 2026-03-23 18:29 C=1.16123 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:27 UTC] [0389] 2026-03-23 18:29 C=1.16123 | FVG BULLISH_FVG eq=1.16100
[2026-04-21 02:06:27 UTC] [0389] 2026-03-23 18:29 C=1.16123 | KL_FRACTURE score=3.994
[2026-04-21 02:06:27 UTC] [0389] 2026-03-23 18:29 C=1.16123 | TOPO_FRACTURE h1=6.89
[2026-04-21 02:06:27 UTC] [0390] 2026-03-23 18:30 C=1.16179 | R_MASTER_RESET
[2026-04-21 02:06:27 UTC] [0390] 2026-03-23 18:30 C=1.16179 | FVG BULLISH_FVG eq=1.16068
[2026-04-21 02:06:27 UTC] [0390] 2026-03-23 18:30 C=1.16179 | FVG BULLISH_FVG eq=1.16100
[2026-04-21 02:06:27 UTC] [0390] 2026-03-23 18:30 C=1.16179 | FVG BULLISH_FVG eq=1.16122
[2026-04-21 02:06:27 UTC] [0390] 2026-03-23 18:30 C=1.16179 | KL_FRACTURE score=5.565
[2026-04-21 02:06:27 UTC] [0390] 2026-03-23 18:30 C=1.16179 | TOPO_FRACTURE h1=7.38
[2026-04-21 02:06:28 UTC] [0391] 2026-03-23 18:31 C=1.16187 | R_MASTER_RESET
